country,station_id,city,state,power_kw,connection_type_id,connector_name
Brazil,486411,Goiânia,,23.0,25,Type 2
Brazil,486406,Maresias São Sebastião,,7.0,25,Type 2
Brazil,486340,Vicente Pires,,30.0,33,CCS2
Brazil,485972,Pinheiros,,60.0,33,CCS2
Brazil,485972,Pinheiros,,60.0,33,CCS2
Brazil,485827,Marzagão,Goiás,40.0,33,CCS2
Brazil,485827,Marzagão,Goiás,40.0,33,CCS2
Brazil,485760,Montes Claros,,60.0,33,CCS2
Brazil,485760,Montes Claros,,60.0,33,CCS2
Brazil,485759,Rio Casca,,240.0,33,CCS2
Brazil,485759,Rio Casca,,240.0,33,CCS2
Brazil,485759,Rio Casca,,240.0,33,CCS2
Brazil,485714,"Asa Norte, Brasília",,60.0,33,CCS2
Brazil,485714,"Asa Norte, Brasília",,60.0,33,CCS2
Brazil,485713,"Sudoeste, Brasília",,60.0,33,CCS2
Brazil,485713,"Sudoeste, Brasília",,60.0,33,CCS2
Brazil,485656,Vicente Pires,,21.0,25,Type 2
Brazil,485656,Vicente Pires,,21.0,25,Type 2
Brazil,485167,,São Paulo,30.0,33,CCS2
Brazil,485166,,São Paulo,100.0,33,CCS2
Brazil,485166,,São Paulo,100.0,33,CCS2
Brazil,484758,Cavalcante,,7.0,25,Type 2
Brazil,484757,Alto Paraíso de Goiás,,7.0,25,Type 2
Brazil,484756,Aruanã,,7.0,25,Type 2
Brazil,484755,Brasília,,23.0,25,Type 2
Brazil,484755,Brasília,,23.0,25,Type 2
Brazil,484754,Brasília,,30.0,33,CCS2
Brazil,484754,Brasília,,30.0,33,CCS2
Brazil,484753,Brasília,,22.0,25,Type 2
Brazil,484752,Brasília,,22.0,25,Type 2
Brazil,484751,"Asa Norte,",,60.0,33,CCS2
Brazil,484751,"Asa Norte,",,60.0,33,CCS2
Brazil,484750,Brasília,,23.0,25,Type 2
Brazil,484749,Brasília,,60.0,33,CCS2
Brazil,484749,Brasília,,60.0,33,CCS2
Brazil,484749,Brasília,,60.0,33,CCS2
Brazil,484748,Brasília,,22.0,25,Type 2
Brazil,484747,Brasília,,60.0,33,CCS2
Brazil,484747,Brasília,,60.0,33,CCS2
Brazil,484746,Brasília,,30.0,33,CCS2
Brazil,484746,Brasília,,30.0,33,CCS2
Brazil,484745,Brasília,,23.0,25,Type 2
Brazil,484744,Brasília,,23.0,25,Type 2
Brazil,484744,Brasília,,23.0,25,Type 2
Brazil,484743,Brasília,,22.0,25,Type 2
Brazil,484742,Brasília,,23.0,25,Type 2
Brazil,484741,Brasília,,23.0,25,Type 2
Brazil,484740,Brasília,,23.0,25,Type 2
Brazil,484739,Brasília,,80.0,33,CCS2
Brazil,484739,Brasília,,60.0,33,CCS2
Brazil,484739,Brasília,,23.0,1036,Tesla
Brazil,484739,Brasília,,60.0,33,CCS2
Brazil,484738,Brasília,,23.0,25,Type 2
Brazil,484737,Brasília - DF,,60.0,33,CCS2
Brazil,484737,Brasília - DF,,60.0,33,CCS2
Brazil,484736,Brasília,,60.0,33,CCS2
Brazil,484736,Brasília,,60.0,33,CCS2
Brazil,484735,Brasília,,40.0,33,CCS2
Brazil,484735,Brasília,,40.0,33,CCS2
Brazil,484734,Asa Sul,,23.0,25,Type 2
Brazil,484734,Asa Sul,,23.0,25,Type 2
Brazil,484733,Brasília,,40.0,33,CCS2
Brazil,484733,Brasília,,40.0,33,CCS2
Brazil,484732,Brasília,,22.0,25,Type 2
Brazil,484731,Brasília,,22.0,25,Type 2
Brazil,484730,Brasília,,23.0,25,Type 2
Brazil,484730,Brasília,,23.0,25,Type 2
Brazil,484729,Brasília,,22.0,25,Type 2
Brazil,484728,Brasília,,22.0,25,Type 2
Brazil,484728,Brasília,,22.0,25,Type 2
Brazil,484727,Brasília,,40.0,33,CCS2
Brazil,484727,Brasília,,40.0,33,CCS2
Brazil,484726,Águas Claras,,60.0,33,CCS2
Brazil,484726,Águas Claras,,60.0,33,CCS2
Brazil,484725,Brasília,,22.0,25,Type 2
Brazil,484724,Brasília,,30.0,33,CCS2
Brazil,484724,Brasília,,30.0,33,CCS2
Brazil,484723,Brasília,,23.0,25,Type 2
Brazil,484722,Brasília,,60.0,33,CCS2
Brazil,484722,Brasília,,60.0,33,CCS2
Brazil,484721,Gama,,23.0,25,Type 2
Brazil,484720,Cáceres,,7.0,25,Type 2
Brazil,484719,Valparaíso de Goiás,,30.0,33,CCS2
Brazil,484718,Valparaíso de Goiás,,7.0,25,Type 2
Brazil,484717,Alexânia,,23.0,25,Type 2
Brazil,484716,Alexânia,,23.0,25,Type 2
Brazil,484715,Goiânia,,23.0,25,Type 2
Brazil,484714,Goiânia,,60.0,33,CCS2
Brazil,484714,Goiânia,,60.0,33,CCS2
Brazil,484713,Trindade,,23.0,1036,Tesla
Brazil,484712,Goiânia,,23.0,25,Type 2
Brazil,484712,Goiânia,,23.0,25,Type 2
Brazil,484711,Goiânia,,40.0,33,CCS2
Brazil,484711,Goiânia,,40.0,33,CCS2
Brazil,484710,Goiânia,,23.0,25,Type 2
Brazil,484710,Goiânia,,23.0,25,Type 2
Brazil,484709,Goiânia,,7.0,25,Type 2
Brazil,484708,Goiânia,,23.0,25,Type 2
Brazil,484708,Goiânia,,23.0,25,Type 2
Brazil,484708,Goiânia,,23.0,25,Type 2
Brazil,484708,Goiânia,,23.0,25,Type 2
Brazil,484708,Goiânia,,23.0,25,Type 2
Brazil,484708,Goiânia,,23.0,25,Type 2
Brazil,484707,Goiânia,,23.0,25,Type 2
Brazil,484706,Goiânia,,23.0,25,Type 2
Brazil,484706,Goiânia,,23.0,25,Type 2
Brazil,484705,Goiânia,,22.0,25,Type 2
Brazil,484704,Goiania,,22.0,25,Type 2
Brazil,484703,Goiânia,,22.0,25,Type 2
Brazil,484702,Goiânia,,7.0,25,Type 2
Brazil,484701,Goiânia,,7.0,25,Type 2
Brazil,484700,Goiania,,30.0,33,CCS2
Brazil,484699,Goiânia,,7.0,25,Type 2
Brazil,484698,Goiânia,,23.0,25,Type 2
Brazil,484698,Goiânia,,23.0,25,Type 2
Brazil,484697,Goiânia,,23.0,25,Type 2
Brazil,484696,Goiânia,,7.0,25,Type 2
Brazil,484695,Goiânia,,22.0,25,Type 2
Brazil,484694,Goiânia,,22.0,25,Type 2
Brazil,484693,Goiânia,,22.0,25,Type 2
Brazil,484693,Goiânia,,22.0,25,Type 2
Brazil,484692,Goiania,,60.0,2,CHAdeMO
Brazil,484692,Goiania,,60.0,33,CCS2
Brazil,484692,Goiania,,60.0,33,CCS2
Brazil,484691,Goiânia,,22.0,25,Type 2
Brazil,484690,Goiânia,,22.0,25,Type 2
Brazil,484689,Goiânia,,23.0,25,Type 2
Brazil,484688,Goiânia,,23.0,25,Type 2
Brazil,484688,Goiânia,,23.0,25,Type 2
Brazil,484687,Goiânia,,22.0,25,Type 2
Brazil,484686,Goiânia,,22.0,25,Type 2
Brazil,484685,Goiania,,7.0,25,Type 2
Brazil,484684,Goiânia,,60.0,33,CCS2
Brazil,484684,Goiânia,,60.0,33,CCS2
Brazil,484683,Goiânia,,23.0,25,Type 2
Brazil,484682,Goiânia,,7.0,25,Type 2
Brazil,484682,Goiânia,,7.0,25,Type 2
Brazil,484681,Goiânia,,7.0,25,Type 2
Brazil,484681,Goiânia,,7.0,25,Type 2
Brazil,484680,Goiânia,,60.0,33,CCS2
Brazil,484680,Goiânia,,7.0,25,Type 2
Brazil,484680,Goiânia,,60.0,33,CCS2
Brazil,484680,Goiânia,,60.0,33,CCS2
Brazil,484679,Goiânia,,60.0,33,CCS2
Brazil,484679,Goiânia,,60.0,33,CCS2
Brazil,484678,Goiânia,,7.0,25,Type 2
Brazil,484677,Goiânia,,23.0,25,Type 2
Brazil,484676,Goiania,,60.0,33,CCS2
Brazil,484676,Goiania,,0.0,33,CCS2
Brazil,484675,Goiânia,,23.0,25,Type 2
Brazil,484674,Aparecida de Goiânia,,7.0,25,Type 2
Brazil,484673,Aparecida de Goiânia,,40.0,33,CCS2
Brazil,484673,Aparecida de Goiânia,,40.0,33,CCS2
Brazil,484672,Aparecida de Goiânia,,23.0,25,Type 2
Brazil,484671,Aparecida de Goiânia,,7.0,25,Type 2
Brazil,484670,Aparecida de Goiânia,,7.0,25,Type 2
Brazil,484669,Alto Garças,,23.0,25,Type 2
Brazil,484668,Hidrolândia,,7.0,25,Type 2
Brazil,484667,Mineiros,,7.0,25,Type 2
Brazil,484666,Goiatuba,,30.0,33,CCS2
Brazil,484665,Minas Gerais,,40.0,33,CCS2
Brazil,484665,Minas Gerais,,40.0,33,CCS2
Brazil,484664,Campos dos Goytacazes,,23.0,25,Type 2
Brazil,484664,Campos dos Goytacazes,,30.0,33,CCS2
Brazil,484664,Campos dos Goytacazes,,23.0,25,Type 2
Brazil,484664,Campos dos Goytacazes,,23.0,25,Type 2
Brazil,484663,Rio de Janeiro,,23.0,25,Type 2
Brazil,484663,Rio de Janeiro,,23.0,25,Type 2
Brazil,484662,Campos dos Goytacazes,,23.0,25,Type 2
Brazil,484661,Carapebus,,23.0,25,Type 2
Brazil,484661,Carapebus,,23.0,25,Type 2
Brazil,484660,Rio de Janeiro,,60.0,33,CCS2
Brazil,484660,Rio de Janeiro,,60.0,33,CCS2
Brazil,484659,São Paulo,,7.0,25,Type 2
Brazil,484659,São Paulo,,7.0,25,Type 2
Brazil,484658,São Paulo,,7.0,25,Type 2
Brazil,484658,São Paulo,,7.0,25,Type 2
Brazil,484657,São Paulo,,7.0,25,Type 2
Brazil,484656,São Paulo,,23.0,25,Type 2
Brazil,481354,Rorainópolis,,22.0,25,Type 2
Brazil,481354,Rorainópolis,,60.0,33,CCS2
Brazil,481354,Rorainópolis,,22.0,25,Type 2
Brazil,481353,São Luis,,7.0,25,Type 2
Brazil,481352,Manaus,,7.0,25,Type 2
Brazil,481351,Fortaleza,,7.0,25,Type 2
Brazil,481351,Fortaleza,,7.0,25,Type 2
Brazil,481350,Sobral,,22.0,25,Type 2
Brazil,481350,Sobral,,60.0,33,CCS2
Brazil,481350,Sobral,,22.0,25,Type 2
Brazil,481349,Fortaleza,,7.0,25,Type 2
Brazil,481348,Maracanaú,,7.0,25,Type 2
Brazil,481348,Maracanaú,,7.0,25,Type 2
Brazil,481347,Teresina,,7.0,25,Type 2
Brazil,481346,Açu,,60.0,33,CCS2
Brazil,481346,Açu,,30.0,33,CCS2
Brazil,481346,Açu,,60.0,33,CCS2
Brazil,481345,Solonopole,,22.0,25,Type 2
Brazil,481345,Solonopole,,30.0,33,CCS2
Brazil,481345,Solonopole,,22.0,25,Type 2
Brazil,481344,Natal,,7.0,25,Type 2
Brazil,481343,Tibau do Sul ,,11.0,25,Type 2
Brazil,481343,Tibau do Sul ,,11.0,25,Type 2
Brazil,481342,João Pessoa,,150.0,33,CCS2
Brazil,481342,João Pessoa,,150.0,33,CCS2
Brazil,481341,João Pessoa,,7.0,25,Type 2
Brazil,481340,Salgueiro,,7.0,25,Type 2
Brazil,481340,Salgueiro,,7.0,25,Type 2
Brazil,481339,Recife,,7.0,25,Type 2
Brazil,481338,Delmiro Gouveia,,7.0,25,Type 2
Brazil,481337,Canudos,,22.0,25,Type 2
Brazil,481337,Canudos,,30.0,33,CCS2
Brazil,481337,Canudos,,22.0,25,Type 2
Brazil,481336,Aracaju,,7.0,25,Type 2
Brazil,481335,Sinop,,30.0,33,CCS2
Brazil,481335,Sinop,,22.0,25,Type 2
Brazil,481335,Sinop,,30.0,33,CCS2
Brazil,481334,Luís Eduardo Magalhães,,22.0,25,Type 2
Brazil,481334,Luís Eduardo Magalhães,,60.0,33,CCS2
Brazil,481334,Luís Eduardo Magalhães,,22.0,25,Type 2
Brazil,481333,Feira de Santana,,23.0,25,Type 2
Brazil,481333,Feira de Santana,,30.0,33,CCS2
Brazil,481333,Feira de Santana,,23.0,25,Type 2
Brazil,481332,Seabra,,22.0,25,Type 2
Brazil,481332,Seabra,,60.0,33,CCS2
Brazil,481332,Seabra,,22.0,25,Type 2
Brazil,481331,,,7.0,25,Type 2
Brazil,481330,Salvador,,7.0,25,Type 2
Brazil,481329,Salvador,,22.0,25,Type 2
Brazil,481328,Valença,,11.0,25,Type 2
Brazil,481328,Valença,,11.0,25,Type 2
Brazil,481327,Nova Mutum ,,22.0,25,Type 2
Brazil,481327,Nova Mutum ,,30.0,33,CCS2
Brazil,481327,Nova Mutum ,,22.0,25,Type 2
Brazil,481326,,,7.0,25,Type 2
Brazil,481325,Alto Paraiso de Goias - GO,,11.0,25,Type 2
Brazil,481325,Alto Paraiso de Goias - GO,,11.0,25,Type 2
Brazil,481324,Primavera do Leste,,7.0,25,Type 2
Brazil,481324,Primavera do Leste,,30.0,33,CCS2
Brazil,481324,Primavera do Leste,,7.0,25,Type 2
Brazil,481323,Cuiabá,,7.0,25,Type 2
Brazil,481322,,,7.0,25,Type 2
Brazil,481321,Brasília,,7.0,25,Type 2
Brazil,481320,Brasília,,7.0,25,Type 2
Brazil,481319,Brasília,,7.0,25,Type 2
Brazil,481319,Brasília,,7.0,25,Type 2
Brazil,481319,Brasília,,7.0,25,Type 2
Brazil,481318,Brasília,,7.0,25,Type 2
Brazil,481317,Rondonópolis,,60.0,33,CCS2
Brazil,481317,Rondonópolis,,30.0,33,CCS2
Brazil,481317,Rondonópolis,,60.0,33,CCS2
Brazil,481316,Goiânia,,7.0,25,Type 2
Brazil,481315,Paracatu,,22.0,25,Type 2
Brazil,481315,Paracatu,,60.0,33,CCS2
Brazil,481315,Paracatu,,22.0,25,Type 2
Brazil,481314,,,7.0,25,Type 2
Brazil,481313,Buenópolis,,7.0,25,Type 2
Brazil,481312,Catalão,,120.0,33,CCS2
Brazil,481312,Catalão,,60.0,33,CCS2
Brazil,481312,Catalão,,120.0,33,CCS2
Brazil,481311,Três Marias,,22.0,25,Type 2
Brazil,481311,Três Marias,,30.0,33,CCS2
Brazil,481311,Três Marias,,22.0,25,Type 2
Brazil,481310,Itumbiara,,22.0,25,Type 2
Brazil,481310,Itumbiara,,60.0,33,CCS2
Brazil,481310,Itumbiara,,22.0,25,Type 2
Brazil,481309,,,7.0,25,Type 2
Brazil,481308,São Mathes,,22.0,25,Type 2
Brazil,481308,São Mathes,,22.0,25,Type 2
Brazil,481307,,,7.0,25,Type 2
Brazil,481306,Uberlândia,,7.0,25,Type 2
Brazil,481305,,,7.0,25,Type 2
Brazil,481304,Uberlândia,,7.0,25,Type 2
Brazil,481303,Campos Altos,,22.0,25,Type 2
Brazil,481303,Campos Altos,,22.0,25,Type 2
Brazil,481302,Ibiraçu,,7.0,25,Type 2
Brazil,481301,Belo Horizonte,,7.0,25,Type 2
Brazil,481300,Vitória,,7.0,25,Type 2
Brazil,481299,Campo Grande,,7.0,25,Type 2
Brazil,481298,Capitólio,,30.0,33,CCS2
Brazil,481298,Capitólio,,30.0,33,CCS2
Brazil,481297,Três Lagoas,,7.0,25,Type 2
Brazil,481297,Três Lagoas,,7.0,25,Type 2
Brazil,481296,São José do Rio Preto,,22.0,25,Type 2
Brazil,481296,São José do Rio Preto,,60.0,33,CCS2
Brazil,481296,São José do Rio Preto,,22.0,25,Type 2
Brazil,481295,São José do Rio Preto,,7.0,25,Type 2
Brazil,481294,,,7.0,25,Type 2
Brazil,481293,Andradina,,22.0,25,Type 2
Brazil,481293,Andradina,,30.0,33,CCS2
Brazil,481293,Andradina,,22.0,25,Type 2
Brazil,481292,Ribeirão Preto,,7.0,25,Type 2
Brazil,481292,Ribeirão Preto,,7.0,25,Type 2
Brazil,481291,Ribeirão Preto,,7.0,25,Type 2
Brazil,481291,Ribeirão Preto,,7.0,25,Type 2
Brazil,481290,Ribeirão Preto,,7.0,25,Type 2
Brazil,481290,Ribeirão Preto,,7.0,25,Type 2
Brazil,481290,Ribeirão Preto,,7.0,25,Type 2
Brazil,481290,Ribeirão Preto,,7.0,25,Type 2
Brazil,481290,Ribeirão Preto,,7.0,25,Type 2
Brazil,481290,Ribeirão Preto,,30.0,33,CCS2
Brazil,481290,Ribeirão Preto,,7.0,25,Type 2
Brazil,481290,Ribeirão Preto,,7.0,25,Type 2
Brazil,481289,Penápolis,,11.0,25,Type 2
Brazil,481289,Penápolis,,30.0,33,CCS2
Brazil,481289,Penápolis,,11.0,25,Type 2
Brazil,481288,Presidente Prudente,,11.0,25,Type 2
Brazil,481288,Presidente Prudente,,60.0,33,CCS2
Brazil,481288,Presidente Prudente,,11.0,25,Type 2
Brazil,481287,Bauru,,30.0,33,CCS2
Brazil,481286,Rio das Ostras,,7.0,25,Type 2
Brazil,481285,Rio de Janeiro,,11.0,25,Type 2
Brazil,481285,Rio de Janeiro,,60.0,33,CCS2
Brazil,481285,Rio de Janeiro,,11.0,25,Type 2
Brazil,481284,Limeira,,60.0,33,CCS2
Brazil,481284,Limeira,,60.0,33,CCS2
Brazil,481284,Limeira,,60.0,33,CCS2
Brazil,481283,Campos do Jordão,,7.0,25,Type 2
Brazil,481283,Campos do Jordão,,7.0,25,Type 2
Brazil,481282,Campos do Jordão,,7.0,25,Type 2
Brazil,481282,Campos do Jordão,,7.0,25,Type 2
Brazil,481281,São Pedro da Aldeia,,23.0,25,Type 2
Brazil,481281,São Pedro da Aldeia,,60.0,33,CCS2
Brazil,481281,São Pedro da Aldeia,,23.0,25,Type 2
Brazil,481280,Campinas,,7.0,25,Type 2
Brazil,481279,Campinas,,22.0,25,Type 2
Brazil,481278,Campinas,,3.0,25,Type 2
Brazil,481277,Campinas,,22.0,25,Type 2
Brazil,481276,Campinas,,7.0,25,Type 2
Brazil,481275,Rio de Janeiro,,3.0,25,Type 2
Brazil,481274,Pindamonhangaba,,7.0,25,Type 2
Brazil,481273,Rio de Janeiro,,7.0,25,Type 2
Brazil,481272,Rio de Janeiro,,120.0,33,CCS2
Brazil,481272,Rio de Janeiro,,120.0,33,CCS2
Brazil,481271,Avaré,,7.0,25,Type 2
Brazil,481271,Avaré,,50.0,33,CCS2
Brazil,481271,Avaré,,7.0,25,Type 2
Brazil,481270,Angra dos Reis,,22.0,25,Type 2
Brazil,481270,Angra dos Reis,,30.0,33,CCS2
Brazil,481270,Angra dos Reis,,22.0,25,Type 2
Germany,486139,Gerstungen,,11.0,1036,Tesla
Germany,485833,Berlin,,11.0,25,Type 2
Germany,485832,Berlin,,22.0,25,Type 2
Germany,485324,Wangerland,,22.0,25,Type 2
Germany,480906,,Baden-Württemberg,200.0,33,CCS2
Germany,480839,Wörth am Rhein,Rheinland-Pfalz,150.0,33,CCS2
Germany,480839,Wörth am Rhein,Rheinland-Pfalz,150.0,33,CCS2
Germany,480839,Wörth am Rhein,Rheinland-Pfalz,150.0,33,CCS2
Germany,480839,Wörth am Rhein,Rheinland-Pfalz,300.0,33,CCS2
Germany,480827,Mühlhausen im Täle,Baden-Württemberg,400.0,33,CCS2
Germany,480827,Mühlhausen im Täle,Baden-Württemberg,200.0,33,CCS2
Germany,480813,Schweinfurt,Bayern,250.0,33,CCS2
Germany,480504,Merzhausen,Baden-Württemberg,11.0,25,Type 2
Germany,480134,Greimerath ,Rheinland-Pfalz,11.0,25,Type 2
Germany,479861,Dossenheim,,22.0,25,Type 2
Germany,479861,Dossenheim,,60.0,33,CCS2
Germany,479656,Landkreis Böblingen,Landkreis Böblingen,150.0,33,CCS2
Germany,479655,Landkreis Böblingen,Landkreis Böblingen,22.0,25,Type 2
Germany,478921,Villingen-Schwenningen,Baden-Württemberg,300.0,33,CCS2
Germany,478921,Villingen-Schwenningen,Baden-Württemberg,100.0,2,CHAdeMO
Germany,478803,Kappelrodeck,,50.0,33,CCS2
Germany,478803,Kappelrodeck,,11.0,25,Type 2
Germany,478763,Weyhe,,50.0,33,CCS2
Germany,478763,Weyhe,,44.0,1036,Tesla
Germany,478763,Weyhe,,50.0,2,CHAdeMO
Germany,478763,Weyhe,,22.0,1036,Tesla
Germany,478376,Rotenburg an der Fulda,Hessen,150.0,33,CCS2
Germany,478193,Wasserburg am Inn,Bayern,22.0,25,Type 2
Germany,477295,Regensburg,Bayern,150.0,33,CCS2
Germany,475599,Scheidegg,Bayern,22.0,25,Type 2
Germany,475326,Schierling,,300.0,33,CCS2
Germany,475326,Schierling,,100.0,2,CHAdeMO
Germany,475137,Karlsruhe,Baden-Württemberg,22.0,33,CCS2
Germany,475136,Karlsruhe,Baden-Württenberg,22.0,33,CCS2
Germany,474885,Leiwen,,22.0,25,Type 2
Germany,474830,Wald-Michelbach,Hessen,11.0,25,Type 2
Germany,474829,Wielenbach,Bayern,11.0,25,Type 2
Germany,474828,Penzberg,Bayern,11.0,25,Type 2
Germany,474827,Neuenbürg,Baden-Württemberg,11.0,1036,Tesla
Germany,474826,Neubrandenburg,Mecklenburg-Vorpommern,11.0,1036,Tesla
Germany,474825,Mammendorf,Bayern,11.0,1036,Tesla
Germany,474822,Gießen,Hessen,11.0,1036,Tesla
Germany,474821,Fürth,Bayern,200.0,33,CCS2
Germany,474820,Harreshausen,Hessen,22.0,25,Type 2
Germany,474818,Harreshausen,Hessen,22.0,25,Type 2
Germany,474817,Harreshausen,Hessen,22.0,25,Type 2
Germany,474816,Harreshausen,Hessen,22.0,25,Type 2
Germany,474815,Harreshausen,Hessen,22.0,25,Type 2
Germany,474814,Harreshausen,Hessen,22.0,25,Type 2
Germany,474454,Geiselwind,Bayern,175.0,33,CCS2
Germany,474454,Geiselwind,Bayern,100.0,2,CHAdeMO
Germany,474443,Esslingen am Neckar,Baden-Württemberg,22.0,1036,Tesla
Germany,474443,Esslingen am Neckar,Baden-Württemberg,22.0,1036,Tesla
Germany,474442,Eppstein,Hessen,11.0,1036,Tesla
Germany,474442,Eppstein,Hessen,11.0,1036,Tesla
Germany,474441,Schönsee,Bayern,11.0,25,Type 2
Germany,474441,Schönsee,Bayern,11.0,25,Type 2
Germany,474440,Harreshausen,Hessen,22.0,25,Type 2
Germany,474434,Harreshausen,Hessen,22.0,25,Type 2
